ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalSpent,Cluster,Predicted_Response
4491,1949,Postgraduate,Married,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,76,1178,2,0
3759,1958,Graduation,Married,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,67,1155,2,0
1162,1987,Postgraduate,Single,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,38,653,1,1
2055,1973,Postgraduate,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,52,49,0,0
10766,1964,Postgraduate,Married,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,61,506,2,0
4415,1961,Graduation,Married,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,64,38,0,0
3005,1992,Graduation,Single,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,33,1650,1,1
2223,1965,Graduate,Divorced,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,60,1826,2,0
4817,1956,Graduation,Divorced,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,69,18,3,0
2875,1978,Graduation,Married,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,47,906,1,0
10536,1971,Postgraduate,Married,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,54,46,3,0
11112,1966,Graduation,Married,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,59,1477,1,0
3807,1955,Graduation,Married,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,70,766,2,0
9197,1953,Graduation,Married,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,72,47,3,0
10832,1958,Graduation,Married,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,67,467,2,0
6421,1961,Graduation,Married,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,64,2116,1,0
4207,1981,Postgraduate,Married,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,44,1298,1,0
577,1976,Graduate,Married,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,49,22,0,0
10855,1968,Postgraduate,Single,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,57,396,0,0
3081,1978,Postgraduate,Married,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,47,20,3,0
3535,1965,Graduation,Single,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,60,967,2,0
247,1971,Graduation,Married,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,54,357,0,0
8707,1956,Graduation,Married,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,69,1401,2,1
9523,1982,Graduation,Married,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,43,15,3,0
6072,1970,Postgraduate,Single,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,55,2087,1,1
6295,1977,Graduation,Married,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,48,981,2,0
10914,1970,Graduation,Single,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,55,17,0,0
1509,1958,Postgraduate,Married,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,67,523,2,1
5577,1983,Graduation,Married,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,42,23,3,0
7348,1958,Postgraduate,Single,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,67,1192,2,1
1127,1973,Postgraduate,Married,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,52,1958,1,0
1833,1974,Postgraduate,Single,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,51,133,3,0
4944,1959,Graduation,Married,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,66,777,2,0
9080,1972,Postgraduate,Single,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,53,73,0,0
6466,1965,Postgraduate,Married,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,60,121,0,0
9964,1979,Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,424,1,0
4790,1958,Graduation,Divorced,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,67,868,2,0
10245,1986,Graduate,Single,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,39,756,1,0
1109,1982,Postgraduate,Married,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,12,0,0
6001,1979,Graduation,Married,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,46,937,1,0
5538,1975,Graduation,Divorced,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,1862,1,1
10552,1979,Graduate,Married,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,46,367,0,0
1545,1986,Graduation,Married,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,39,443,3,0
7409,1970,Graduation,Married,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,55,267,3,0
4444,1972,Graduation,Married,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,53,61,0,0
146,1960,Postgraduate,Single,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,65,1323,1,0
6271,1952,Postgraduate,Married,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,73,63,0,0
10065,1970,Graduate,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,64,0,0
4741,1974,Graduate,Married,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,51,562,1,0
246,1965,Graduation,Married,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,60,312,2,0
375,1954,Graduation,Divorced,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,71,1156,2,0
1524,1983,Graduate,Single,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,42,1104,1,1
10022,1973,Postgraduate,Single,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,52,16,3,0
7451,1960,Postgraduate,Single,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,65,2008,1,0
11010,1984,Postgraduate,Single,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,41,44,3,0
4356,1971,Graduation,Married,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,54,1574,1,0
3885,1983,Postgraduate,Married,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,42,63,0,1
1175,1983,Postgraduate,Married,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,42,426,0,0
880,1966,Basic,Married,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,59,96,0,0
2320,1978,Graduate,Married,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,47,635,2,0
850,1968,Graduation,Single,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,57,757,2,0
4713,1979,Postgraduate,Married,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,46,125,0,0
675,1973,Postgraduate,Divorced,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,52,332,3,0
5025,1979,Graduation,Single,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,46,135,0,0
2308,1954,Graduation,Married,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,71,330,2,0
5995,1962,Graduation,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,63,384,2,1
6749,1966,Graduation,Single,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,59,1722,1,0
1010,1977,Graduation,Married,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,48,78,3,0
8977,1985,Basic,Single,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,40,24,0,0
4756,1952,Graduate,Divorced,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,73,1168,2,1
3412,1951,Postgraduate,Married,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,74,957,2,0
606,1967,Graduation,Single,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,58,15,3,0
5961,1978,Graduation,Married,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,47,57,0,0
2975,1976,Graduation,Married,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,49,1956,1,0
2894,1985,Graduation,Single,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,40,2013,1,1
7613,1974,Graduate,Married,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,51,326,3,0
10542,1968,Postgraduate,Married,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,57,77,3,0
8015,1962,Postgraduate,Divorced,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,63,1313,1,1
10617,1989,Postgraduate,Divorced,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,36,30,0,0
11166,1961,Graduation,Married,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,64,315,3,0
849,1953,Postgraduate,Married,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,72,660,2,0
523,1989,Graduation,Married,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,36,74,0,0
4066,1978,Graduate,Divorced,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,47,46,3,0
8414,1962,Postgraduate,Single,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,63,86,3,0
819,1945,Graduation,Single,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,80,1103,2,0
4961,1974,Postgraduate,Married,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,51,61,3,0
749,1981,Graduation,Married,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,44,145,0,1
5430,1956,Graduation,Married,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,684,2,0
7755,1954,Postgraduate,Married,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,71,411,2,0
10525,1986,Graduation,Single,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,39,27,0,1
1453,1943,Postgraduate,Single,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,82,1060,2,0
8310,1964,Graduation,Married,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,61,1459,2,0
10710,1979,Graduation,Married,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,46,18,3,0
5031,1974,Graduation,Married,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,51,1833,1,1
2613,1960,Postgraduate,Married,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,65,237,0,0
213,1963,Postgraduate,Single,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,62,48,3,0
967,1976,Graduation,Married,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,49,515,0,1
1077,1974,Graduation,Married,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,51,1020,2,0
7959,1961,Graduation,Married,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,64,1370,2,0
640,1951,Graduation,Married,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,74,1026,2,0
4252,1965,Graduation,Married,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,60,301,3,0
8432,1956,Graduation,Married,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,684,2,0
6218,1965,Graduation,Married,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,60,499,2,0
6905,1994,Graduation,Married,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,31,1004,1,0
5922,1974,Postgraduate,Married,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,51,218,0,0
3598,1972,Graduation,Married,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,53,606,1,0
6116,1968,Graduate,Married,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,57,75,0,0
6263,1968,Graduation,Married,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,57,106,0,0
10486,1948,Graduation,Married,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,77,990,2,0
2410,1969,Graduation,Single,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,56,1097,1,0
193,1996,Basic,Married,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,29,16,3,0
3363,1974,Graduate,Married,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,34,3,0
8278,1990,Postgraduate,Married,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,35,1711,1,0
10660,1957,Postgraduate,Married,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,68,438,2,0
8686,1979,Basic,Married,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46,75,3,0
1604,1960,Postgraduate,Married,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,65,225,3,0
5907,1952,Postgraduate,Married,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,73,18,0,0
10669,1981,Graduation,Married,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,44,470,1,0
2918,1981,Graduation,Divorced,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,44,91,3,0
5735,1991,Postgraduate,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,34,2525,1,1
359,1950,Graduation,Married,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,75,504,2,0
8387,1957,Graduation,Married,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,68,235,3,0
1829,1961,Postgraduate,Divorced,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,64,1232,2,1
3839,1958,Basic,Single,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,67,88,3,0
9392,1971,Graduation,Single,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,17,0,0
2292,1985,Graduation,Single,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,40,24,3,0
10466,1965,Graduation,Married,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,60,3,0
9855,1952,Postgraduate,Single,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,73,1020,2,0
4088,1962,Postgraduate,Married,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,63,155,0,0
5231,1974,Graduate,Married,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,51,0,0
590,1970,Postgraduate,Divorced,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,1812,1,1
8732,1969,Postgraduate,Single,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,1461,1,1
2315,1960,Graduation,Divorced,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,96,3,0
3515,1952,Graduation,Single,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,160,3,0
2245,1969,Postgraduate,Married,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,139,3,0
6283,1968,Postgraduate,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,908,2,0
2246,1965,Graduate,Married,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,183,3,0
6606,1969,Postgraduate,Married,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,1161,1,0
5545,1972,Postgraduate,Married,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,988,1,0
7342,1961,Graduate,Single,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,1072,2,0
837,1977,Graduation,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,174,0,0
9500,1959,Graduation,Married,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,758,2,0
3602,1958,Postgraduate,Married,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,195,0,0
234,1979,Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,31,3,1
2995,1957,Postgraduate,Married,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,1084,2,0
1118,1956,Postgraduate,Married,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,685,2,0
7789,1965,Postgraduate,Married,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,1672,1,0
3068,1990,Graduation,Married,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,43,0,0
8955,1957,Postgraduate,Married,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,49,3,0
945,1965,Graduation,Married,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,133,3,0
5644,1957,Graduation,Married,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,363,3,0
7192,1955,Graduation,Married,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,545,2,0
2324,1972,Graduation,Married,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,1065,1,0
697,1969,Graduation,Married,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,2047,1,0
3439,1972,Graduation,Married,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,296,3,0
1506,1975,Graduation,Single,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,140,0,1
232,1965,Graduation,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,60,530,2,0
8876,1963,Postgraduate,Married,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,62,152,3,0
4500,1991,Postgraduate,Married,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,1598,1,0
9739,1963,Graduation,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,62,114,3,0
10395,1986,Basic,Single,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,39,101,0,0
1176,1973,Graduation,Married,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,52,25,0,0
1627,1957,Graduate,Divorced,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,68,789,2,0
938,1981,Graduation,Married,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,44,87,0,0
2740,1958,Postgraduate,Single,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,67,90,3,0
257,1959,Postgraduate,Married,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,66,1215,2,0
4058,1955,Postgraduate,Single,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,70,811,2,0
7736,1986,Graduation,Married,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,39,61,0,1
8210,1975,Postgraduate,Married,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,50,405,3,0
833,1955,Postgraduate,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,70,72,3,0
6230,1971,Graduation,Divorced,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,54,189,3,0
7325,1986,Postgraduate,Married,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,39,40,3,0
1307,1978,Graduation,Divorced,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,47,63,0,0
1502,1983,Graduation,Married,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,42,52,3,0
6211,1976,Postgraduate,Married,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,49,39,0,0
843,1971,Graduation,Married,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,54,805,1,0
4174,1956,Postgraduate,Married,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,69,130,3,0
9757,1972,Graduation,Married,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,53,1631,1,0
6918,1989,Graduation,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,34,0,0
286,1952,Graduation,Single,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,73,152,3,0
11086,1984,Basic,Single,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,41,21,0,0
1921,1967,Postgraduate,Married,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,58,71,3,0
4138,1962,Graduation,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,63,899,2,0
7718,1947,Postgraduate,Married,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,78,711,2,0
1291,1978,Postgraduate,Married,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,47,351,3,0
6862,1971,Graduation,Divorced,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,54,8,3,0
4136,1992,Basic,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,33,119,3,0
803,1968,Graduation,Married,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,57,21,3,0
4298,1973,Postgraduate,Married,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,10,3,0
10833,1975,Graduation,Married,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,50,973,1,0
9606,1965,Postgraduate,Married,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,60,1536,1,0
8534,1952,Graduation,Married,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,73,992,2,0
5153,1967,Postgraduate,Married,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,58,1529,2,1
961,1972,Graduation,Married,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,53,860,2,0
5011,1963,Graduation,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,928,2,0
6653,1970,Postgraduate,Married,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,55,418,2,1
