ID;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;TotalSpent;TotalPurchases;TotalKids;AcceptedCmp_total;AvgSpentPerPurchase;DaySinceCustomer
4998;1962;Graduation;Together;76081.0;0;0;2014-05-23;85;292;30;415;63;33;200;1;4;5;4;2;0;0;0;1;0;0;0;63;1033;14;0;1;73.79;4163
6287;1986;Graduation;Together;34728.0;1;0;2013-07-30;2;14;0;16;0;0;6;1;1;1;2;6;0;0;0;0;0;0;1;39;36;5;1;1;7.2;4460
5985;1965;Master;Single;33168.0;0;1;2012-10-13;0;80;1;37;0;1;3;3;2;1;4;7;0;0;0;0;0;0;0;60;122;10;1;0;12.2;4750
4754;1966;Master;Married;33585.0;0;1;2013-09-25;91;30;11;33;13;6;29;1;2;0;4;4;0;0;0;0;0;0;0;59;122;7;1;0;17.43;4403
4002;1960;PhD;Married;77037.0;0;1;2013-10-13;3;463;96;333;168;53;10;1;7;7;12;3;0;0;0;0;0;0;0;65;1123;27;1;0;41.59;4385
8870;1984;Graduation;Together;35196.0;1;0;2012-11-13;68;75;12;141;43;39;187;6;6;1;5;8;0;0;0;0;0;0;1;41;497;18;1;1;27.61;4719
966;1966;Graduation;Married;44529.0;0;1;2013-07-05;98;538;13;91;17;6;26;6;6;2;11;5;0;1;0;0;0;0;0;59;691;25;1;1;27.64;4485
4767;1965;2n Cycle;Married;70924.0;0;0;2014-04-07;41;635;114;254;132;152;76;1;6;6;7;3;0;0;1;0;0;0;0;60;1363;20;0;1;68.15;4209
9725;1966;PhD;Together;28764.0;1;1;2014-06-05;16;8;0;3;0;0;1;1;1;0;2;8;1;0;0;0;0;0;0;59;12;4;2;1;3.0;4150
4475;1949;PhD;Married;69098.0;0;0;2013-02-16;82;1315;22;780;145;0;178;1;7;8;9;5;0;0;0;0;0;0;0;76;2440;25;0;0;97.6;4624
5740;1970;2n Cycle;Divorced;25959.0;1;1;2013-02-14;1;4;2;12;7;5;26;2;1;2;2;6;0;0;0;0;0;0;1;55;56;7;2;1;8.0;4626
5731;1983;Master;Married;27100.0;1;0;2013-04-05;64;12;0;13;2;0;10;1;1;0;3;7;0;0;0;0;0;0;0;42;37;5;1;0;7.4;4576
7290;1985;Graduation;Single;70596.0;0;0;2012-10-05;68;347;44;534;17;0;26;1;3;5;12;2;0;0;0;0;0;0;0;40;968;21;0;0;46.1;4758
3846;1974;Graduation;Married;42557.0;0;1;2012-08-29;98;192;5;53;0;5;15;4;6;1;4;8;0;0;0;0;0;0;0;51;270;15;1;0;18.0;4795
8104;1951;PhD;Married;53312.0;0;0;2013-08-09;32;241;0;12;0;0;25;1;5;1;5;7;0;0;0;0;0;0;0;74;278;12;0;0;23.17;4450
4507;1952;Graduation;Single;72228.0;0;0;2012-11-27;87;631;28;491;30;14;56;1;6;7;8;3;0;0;0;0;0;0;0;73;1250;22;0;0;56.82;4705
11013;1987;Graduation;Together;67605.0;0;0;2013-03-31;84;336;28;282;184;54;54;1;2;8;6;1;0;0;0;0;0;0;0;38;938;17;0;0;55.18;4581
4491;1949;Master;Married;62845.0;1;1;2012-10-01;3;1099;0;45;0;0;34;11;3;4;10;8;0;1;0;0;0;0;0;76;1178;28;2;1;42.07;4762
3759;1958;Graduation;Together;65196.0;0;2;2013-07-25;34;743;19;181;12;0;200;2;7;6;11;5;1;0;0;0;0;0;0;67;1155;26;2;1;44.42;4465
1162;1987;PhD;Single;42000.0;0;0;2013-01-10;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;0;1;38;653;20;0;1;32.65;4661
2055;1973;PhD;Divorced;35860.0;1;1;2014-05-19;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;0;0;52;49;6;2;1;8.17;4167
10766;1964;PhD;Married;65526.0;0;1;2014-04-11;22;397;19;69;12;0;9;1;4;4;8;2;0;0;0;0;0;0;0;61;506;17;1;0;29.76;4205
4415;1961;Graduation;Married;16860.0;1;1;2012-09-12;19;10;4;4;3;3;14;3;1;1;3;7;0;0;0;0;0;0;0;64;38;8;2;0;4.75;4781
3005;1992;Graduation;Single;83528.0;0;0;2014-05-01;7;530;117;678;134;44;147;1;4;10;8;1;1;0;0;1;0;0;1;33;1650;23;0;3;71.74;4185
2223;1965;2n Cycle;Divorced;64176.0;0;1;2012-08-03;52;1215;33;249;64;116;149;8;8;9;8;6;0;0;0;0;0;0;0;60;1826;33;1;0;55.33;4821
4817;1956;Graduation;Divorced;22304.0;0;0;2012-08-04;91;3;2;7;0;4;2;1;1;0;2;8;0;0;0;0;0;0;0;69;18;4;0;0;4.5;4820
2875;1978;Graduation;Married;67023.0;0;0;2014-03-04;93;444;44;382;11;8;17;1;3;7;13;2;0;0;0;0;0;1;0;47;906;24;0;0;37.75;4243
10536;1971;PhD;Together;32892.0;1;0;2014-05-25;78;26;0;15;2;1;2;2;3;0;3;8;0;0;0;0;0;0;0;54;46;8;1;0;5.75;4161
11112;1966;Graduation;Together;70713.0;0;1;2012-12-03;23;736;114;279;82;76;190;6;5;6;8;3;0;0;0;0;0;0;0;59;1477;25;1;0;59.08;4699
3807;1955;Graduation;Together;59925.0;0;1;2012-11-30;83;473;21;176;19;21;56;3;9;2;9;6;0;0;0;0;0;0;0;70;766;23;1;0;33.3;4702
9197;1953;Graduation;Married;39722.0;0;1;2014-02-24;92;32;0;5;2;0;8;2;2;0;3;5;0;0;0;0;0;0;0;72;47;7;1;0;6.71;4251
10832;1958;Graduation;Together;46610.0;0;0;2013-07-18;4;288;10;30;4;10;125;1;6;1;6;6;0;0;0;0;0;0;0;67;467;14;0;0;33.36;4472
6421;1961;Graduation;Together;88347.0;0;0;2013-07-03;32;1050;178;555;77;138;118;1;4;7;9;1;0;0;0;1;0;0;0;64;2116;21;0;1;100.76;4487
4207;1981;PhD;Married;87171.0;0;0;2013-05-01;27;1001;44;107;58;44;44;1;6;7;11;2;1;0;1;0;0;0;0;44;1298;25;0;2;51.92;4550
577;1976;2n Cycle;Together;26907.0;1;1;2013-08-20;10;9;1;7;0;3;2;2;1;0;3;7;0;0;0;0;0;0;0;49;22;6;2;0;3.67;4439
10855;1968;Master;Single;50014.0;1;0;2014-01-22;9;234;14;77;19;10;42;2;4;1;8;5;0;0;0;0;0;0;0;57;396;15;1;0;26.4;4284
3081;1978;PhD;Married;41014.0;1;0;2013-04-22;65;7;2;6;2;0;3;1;1;0;2;7;0;0;0;0;0;0;0;47;20;4;1;0;5.0;4559
3535;1965;Graduation;Single;66294.0;0;0;2014-03-17;68;251;108;334;65;92;117;1;4;3;5;2;0;0;0;0;0;0;0;60;967;13;0;0;74.38;4230
247;1971;Graduation;Married;36715.0;1;0;2012-11-17;16;172;10;125;21;13;16;6;7;2;4;9;0;0;0;0;0;0;1;54;357;19;1;1;18.79;4715
8707;1956;Graduation;Married;79456.0;0;0;2012-08-22;12;565;42;548;64;83;99;1;5;6;4;3;0;0;0;0;0;0;1;69;1401;16;0;1;87.56;4802
9523;1982;Graduation;Together;40479.0;1;0;2013-08-17;95;5;0;8;2;0;0;1;0;0;3;4;0;0;0;0;0;0;0;43;15;4;1;0;3.75;4442
6072;1970;Master;Single;75345.0;0;0;2013-02-02;16;918;57;842;99;38;133;1;5;8;6;3;0;0;0;1;0;0;1;55;2087;20;0;2;104.35;4638
6295;1977;Graduation;Married;54233.0;0;1;2013-02-04;46;652;8;158;21;0;142;4;11;6;5;8;0;0;0;0;0;0;0;48;981;26;1;0;37.73;4636
10914;1970;Graduation;Single;24163.0;1;1;2013-10-12;3;4;1;7;2;1;2;2;1;0;3;4;0;0;0;0;0;0;0;55;17;6;2;0;2.83;4386
1509;1958;PhD;Together;84460.0;0;0;2013-01-04;80;152;27;103;106;54;81;0;9;9;4;5;0;1;1;1;1;0;1;67;523;22;0;5;23.77;4667
5577;1983;Graduation;Together;43776.0;1;0;2014-05-03;77;8;0;9;2;1;3;1;1;0;2;6;0;0;0;0;0;0;0;42;23;4;1;0;5.75;4183
7348;1958;PhD;Single;71691.0;0;0;2014-03-17;0;336;130;411;240;32;43;1;4;7;5;2;0;0;0;0;0;0;1;67;1192;17;0;1;70.12;4230
1127;1973;PhD;Married;85844.0;0;0;2014-05-29;62;938;19;843;25;95;38;1;6;6;7;2;0;0;1;0;0;0;0;52;1958;20;0;1;97.9;4157
1833;1974;PhD;Single;39190.0;1;0;2014-04-26;91;68;8;18;19;8;12;2;2;1;4;5;0;0;0;0;0;0;0;51;133;9;1;0;14.78;4190
4944;1959;Graduation;Together;71367.0;0;0;2013-08-23;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;0;66;777;17;0;0;45.71;4436
9080;1972;PhD;Single;38578.0;1;1;2013-06-22;2;38;4;22;3;3;3;3;3;0;3;8;0;0;0;0;0;0;0;53;73;9;2;0;8.11;4498
6466;1965;PhD;Married;57236.0;1;1;2014-03-12;22;105;0;9;2;1;4;3;2;1;4;3;0;0;0;0;0;0;0;60;121;10;2;0;12.1;4235
9964;1979;Graduation;Single;61825.0;0;1;2013-08-07;56;162;50;100;55;30;27;1;4;2;8;4;0;0;0;0;0;0;0;46;424;15;1;0;28.27;4452
4790;1958;Graduation;Divorced;79803.0;0;1;2014-06-02;54;574;8;216;21;16;33;1;4;3;5;1;0;0;0;0;0;0;0;67;868;13;1;0;66.77;4153
10245;1986;2n Cycle;Single;80910.0;0;0;2012-10-31;71;160;80;369;67;39;41;1;3;3;8;1;0;0;0;0;0;0;0;39;756;15;0;0;50.4;4732
1109;1982;Master;Together;27590.0;1;0;2013-04-23;38;6;0;5;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;43;12;4;1;0;3.0;4558
6001;1979;Graduation;Married;56775.0;0;1;2013-01-02;62;614;35;160;58;35;35;2;5;8;10;5;0;0;0;0;0;0;0;46;937;25;1;0;37.48;4669
5538;1975;Graduation;Divorced;83829.0;0;0;2013-10-08;78;897;161;430;186;161;27;0;4;7;6;1;1;0;1;1;0;0;1;50;1862;17;0;4;109.53;4390
10552;1979;2n Cycle;Married;54210.0;0;1;2013-05-20;18;70;54;109;80;9;45;2;4;1;7;5;0;0;0;0;0;0;0;46;367;14;1;0;26.21;4531
1545;1986;Graduation;Married;38508.0;1;0;2013-08-02;95;120;19;206;25;19;54;6;7;2;5;8;0;0;0;0;0;0;0;39;443;20;1;0;22.15;4457
7409;1970;Graduation;Together;53187.0;1;0;2013-10-26;66;211;2;30;7;7;10;2;4;1;6;5;0;0;0;0;0;0;0;55;267;13;1;0;20.54;4372
4444;1972;Graduation;Married;30023.0;1;0;2014-03-24;28;11;0;16;7;6;21;1;2;0;3;8;0;0;0;0;0;0;0;53;61;6;1;0;10.17;4223
146;1960;PhD;Single;76045.0;0;0;2013-11-15;78;760;53;400;17;93;0;1;4;5;11;2;0;0;0;1;0;0;0;65;1323;21;0;1;63.0;4352
6271;1952;PhD;Married;50870.0;0;1;2014-06-19;13;53;0;8;0;0;2;1;2;0;3;5;0;0;0;0;0;0;0;73;63;6;1;0;10.5;4136
10065;1970;2n Cycle;Married;15315.0;0;0;2013-08-03;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;0;55;64;8;0;0;8.0;4456
4741;1974;2n Cycle;Married;65463.0;1;0;2014-01-30;17;391;32;70;21;32;16;2;6;2;9;5;0;1;0;0;0;0;0;51;562;19;1;1;29.58;4276
246;1965;Graduation;Married;66480.0;1;1;2014-05-31;71;199;9;57;20;21;6;7;4;1;7;4;0;0;0;0;0;0;0;60;312;19;2;0;16.42;4155
375;1954;Graduation;Divorced;76773.0;0;0;2013-02-25;79;516;56;449;86;33;16;1;2;2;11;1;0;0;0;0;0;0;0;71;1156;16;0;0;72.25;4615
1524;1983;2n Cycle;Single;81698.0;0;0;2013-03-01;1;709;45;115;30;160;45;1;8;2;5;5;0;0;0;1;0;0;1;42;1104;16;0;2;69.0;4611
10022;1973;PhD;Single;54466.0;1;1;2014-02-09;78;12;0;4;0;0;0;1;1;0;2;5;0;0;0;0;0;0;0;52;16;4;2;0;4.0;4266
7451;1960;Master;Single;98777.0;0;0;2014-02-17;23;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;0;0;65;2008;19;0;1;105.68;4258
11010;1984;PhD;Single;16269.0;1;0;2013-08-30;75;19;3;18;3;1;0;3;3;0;3;8;0;0;0;0;0;0;0;41;44;9;1;0;4.89;4429
4356;1971;Graduation;Together;71819.0;0;1;2013-08-28;70;1224;28;140;0;14;168;3;3;3;5;6;0;1;1;0;0;0;0;54;1574;14;1;2;112.43;4431
3885;1983;PhD;Married;33569.0;1;0;2013-10-16;10;16;2;18;3;0;24;1;1;1;2;8;1;0;0;0;0;0;1;42;63;5;1;2;12.6;4382
1175;1983;Master;Married;36262.0;0;0;2013-09-20;24;88;39;54;64;28;153;1;3;5;3;6;1;0;0;0;0;0;1;42;426;12;0;2;35.5;4408
880;1966;Basic;Together;22634.0;0;0;2013-01-16;47;2;23;11;8;6;46;1;2;1;2;8;0;0;0;0;0;0;0;59;96;6;0;0;16.0;4655
2320;1978;2n Cycle;Married;47025.0;0;1;2013-09-12;98;508;11;59;23;5;29;5;11;1;6;9;0;0;0;0;0;0;0;47;635;23;1;0;27.61;4416
850;1968;Graduation;Single;70566.0;0;1;2013-10-06;4;381;28;215;84;28;21;2;6;5;9;3;0;0;0;0;0;0;0;57;757;22;1;0;34.41;4392
4713;1979;PhD;Married;31605.0;1;0;2012-11-22;15;74;0;42;2;1;6;2;2;1;4;7;0;0;0;0;0;0;0;46;125;9;1;0;13.89;4710
675;1973;Master;Divorced;52034.0;1;1;2013-05-17;67;146;0;93;7;13;73;5;4;2;5;7;0;0;0;0;0;0;0;52;332;16;2;0;20.75;4534
5025;1979;Graduation;Single;48526.0;1;0;2013-12-24;32;23;17;23;43;20;9;1;2;1;4;3;0;0;0;0;0;0;0;46;135;8;1;0;16.88;4313
2308;1954;Graduation;Married;46734.0;0;1;2012-11-18;40;110;5;137;26;23;29;2;6;1;5;7;0;0;0;0;0;0;0;71;330;14;1;0;23.57;4714
5995;1962;Graduation;Divorced;39552.0;1;1;2012-12-18;54;165;3;147;4;24;41;7;6;2;5;8;0;0;0;0;0;0;1;63;384;20;2;1;19.2;4684
6749;1966;Graduation;Single;86358.0;1;1;2012-08-08;78;957;47;494;82;47;95;4;5;3;6;8;0;0;0;0;0;0;0;59;1722;18;2;0;95.67;4816
1010;1977;Graduation;Together;46931.0;2;1;2014-04-24;94;41;0;17;3;1;16;2;1;1;3;3;0;0;0;0;0;0;0;48;78;7;3;0;11.14;4192
8977;1985;Basic;Single;16581.0;0;0;2013-01-12;51;1;3;4;2;3;11;1;0;0;3;4;0;0;0;0;0;0;0;40;24;4;0;0;6.0;4659
4756;1952;2n Cycle;Divorced;63998.0;0;0;2013-12-20;42;176;29;818;0;33;112;1;7;6;11;4;0;0;0;0;0;0;1;73;1168;25;0;1;46.72;4317
3412;1951;Master;Married;67381.0;0;1;2013-01-15;67;815;8;53;11;0;70;4;2;2;9;7;0;1;0;0;0;0;0;74;957;17;1;1;56.29;4656
606;1967;Graduation;Single;25930.0;1;1;2013-10-10;87;6;1;2;2;0;4;1;1;0;2;7;0;0;0;0;0;0;0;58;15;4;2;0;3.75;4388
5961;1978;Graduation;Married;42693.0;1;0;2014-06-07;29;8;4;20;6;3;16;1;1;0;3;5;0;0;0;0;0;0;0;47;57;5;1;0;11.4;4148
2975;1976;Graduation;Together;85606.0;0;1;2012-11-12;89;717;42;864;219;30;84;2;6;7;9;3;0;0;0;1;0;0;0;49;1956;24;1;1;81.5;4720
2894;1985;Graduation;Single;72903.0;0;0;2013-10-29;74;1067;138;750;0;19;39;1;7;5;8;4;0;1;1;1;0;0;1;40;2013;21;0;4;95.86;4369
7613;1974;2n Cycle;Together;49669.0;1;0;2014-05-24;97;166;5;107;11;8;29;2;5;1;6;6;0;0;0;0;0;0;0;51;326;14;1;0;23.29;4162
10542;1968;PhD;Married;36778.0;1;1;2012-08-05;63;29;4;34;2;4;4;3;3;0;3;9;0;0;0;0;0;0;0;57;77;9;2;0;8.56;4819
8015;1962;PhD;Divorced;85696.0;0;0;2013-05-03;88;714;76;395;116;0;12;1;4;6;9;1;0;0;0;0;0;0;1;63;1313;20;0;1;65.65;4548
10617;1989;Master;Divorced;10979.0;0;0;2014-05-22;34;8;4;10;2;2;4;2;3;0;3;5;0;0;0;0;0;0;0;36;30;8;0;0;3.75;4164
11166;1961;Graduation;Married;49678.0;0;1;2013-02-02;81;229;5;56;3;2;20;2;6;2;4;7;0;0;0;0;0;0;0;64;315;14;1;0;22.5;4638
849;1953;Master;Together;56129.0;0;1;2013-06-20;65;320;48;133;39;72;48;4;6;2;10;4;0;0;0;0;0;0;0;72;660;22;1;0;30.0;4500
523;1989;Graduation;Married;37155.0;1;0;2013-01-31;51;23;0;26;7;15;3;1;2;0;4;5;0;0;0;0;0;0;0;36;74;7;1;0;10.57;4640
4066;1978;2n Cycle;Divorced;21282.0;1;0;2014-05-11;76;1;5;8;4;8;20;2;2;1;2;6;0;0;0;0;0;0;0;47;46;7;1;0;6.57;4175
8414;1962;PhD;Single;33419.0;0;1;2013-08-17;76;56;0;12;0;0;18;2;2;0;4;7;0;0;0;0;0;0;0;63;86;8;1;0;10.75;4442
819;1945;Graduation;Widow;63285.0;0;0;2013-11-05;84;508;124;249;50;38;134;1;6;5;13;3;0;0;0;0;0;0;0;80;1103;25;0;0;44.12;4362
4961;1974;Master;Together;21255.0;1;0;2014-01-21;56;29;0;25;2;2;3;4;2;1;4;4;0;0;0;0;0;0;0;51;61;11;1;0;5.55;4285
749;1981;Graduation;Together;42162.0;1;0;2013-11-19;31;46;7;59;2;4;27;2;3;1;3;6;1;0;0;0;0;0;1;44;145;9;1;2;16.11;4348
5430;1956;Graduation;Together;54450.0;1;1;2012-09-14;0;454;0;171;8;19;32;12;9;2;8;8;0;0;0;0;0;0;0;69;684;31;2;0;22.06;4779
7755;1954;PhD;Married;57744.0;0;1;2013-11-12;91;350;3;39;0;0;19;2;9;1;4;8;0;0;0;0;0;0;0;71;411;16;1;0;25.69;4355
10525;1986;Graduation;Single;26576.0;1;0;2012-10-13;40;10;0;8;0;0;9;1;1;0;2;9;1;0;0;0;0;0;1;39;27;4;1;2;6.75;4750
1453;1943;PhD;Widow;57513.0;0;0;2013-07-06;59;735;40;183;52;20;30;2;9;3;13;6;0;0;0;0;0;0;0;82;1060;27;0;0;39.26;4484
8310;1964;Graduation;Together;68142.0;0;1;2012-08-29;96;897;126;196;91;112;37;3;10;4;7;6;0;0;0;0;0;0;0;61;1459;24;1;0;60.79;4795
10710;1979;Graduation;Married;7500.0;0;1;2012-08-29;61;5;2;3;3;0;5;1;1;0;2;8;0;0;0;0;0;0;0;46;18;4;1;0;4.5;4795
5031;1974;Graduation;Together;83145.0;0;0;2012-09-22;14;777;35;731;39;137;114;1;5;9;11;2;0;0;1;0;0;0;1;51;1833;26;0;2;70.5;4771
2613;1960;Master;Married;54197.0;0;1;2014-04-03;16;162;6;37;6;13;13;2;1;3;6;1;0;0;0;0;0;0;0;65;237;12;1;0;19.75;4213
213;1963;PhD;Single;23091.0;1;1;2014-05-28;98;35;0;11;0;0;2;4;2;1;3;7;0;0;0;0;0;0;0;62;48;10;2;0;4.8;4158
967;1976;Graduation;Married;46049.0;1;1;2013-07-21;11;342;9;112;19;14;19;10;5;2;9;7;0;0;0;0;0;0;1;49;515;26;2;1;19.81;4469
1077;1974;Graduation;Together;56715.0;0;0;2012-12-05;52;258;105;239;237;172;9;1;7;3;4;4;0;0;0;0;0;0;0;51;1020;15;0;0;68.0;4697
7959;1961;Graduation;Married;79410.0;0;0;2014-05-29;19;658;80;483;123;13;13;1;3;2;5;1;0;0;0;0;0;0;0;64;1370;11;0;0;124.55;4157
640;1951;Graduation;Married;57304.0;0;1;2013-03-11;61;356;80;329;138;17;106;2;7;6;10;5;0;0;0;0;0;0;0;74;1026;25;1;0;41.04;4601
4252;1965;Graduation;Married;44375.0;0;1;2014-03-23;73;213;5;28;7;7;41;1;4;1;6;5;0;0;0;0;0;0;0;60;301;12;1;0;25.08;4224
8432;1956;Graduation;Together;54450.0;1;1;2012-09-14;0;454;0;171;8;19;32;12;9;2;8;8;0;0;0;0;0;0;0;69;684;31;2;0;22.06;4779
6218;1965;Graduation;Married;59594.0;0;1;2012-10-20;74;457;4;29;0;0;9;1;8;1;7;7;0;1;0;0;0;0;0;60;499;17;1;1;29.35;4743
6905;1994;Graduation;Together;80685.0;0;0;2012-08-22;55;241;45;604;34;26;54;1;6;4;10;2;0;0;0;0;0;0;0;31;1004;21;0;0;47.81;4802
5922;1974;PhD;Married;40344.0;0;1;2013-10-13;48;210;0;6;0;0;2;2;4;1;5;7;0;0;0;0;0;0;0;51;218;12;1;0;18.17;4385
3598;1972;Graduation;Married;62710.0;0;1;2013-05-23;53;441;35;83;7;29;11;4;4;2;12;4;0;0;0;0;0;0;0;53;606;22;1;0;27.55;4528
6116;1968;2n Cycle;Married;48985.0;0;1;2013-07-05;13;19;13;18;10;7;8;1;1;1;3;3;0;0;0;0;0;0;0;57;75;6;1;0;12.5;4485
6263;1968;Graduation;Together;35322.0;1;2;2012-08-22;34;28;9;37;12;7;13;3;2;0;4;8;0;0;0;0;0;0;0;57;106;9;3;0;11.78;4802
10486;1948;Graduation;Married;77142.0;0;0;2013-05-29;54;476;75;162;29;151;97;1;4;4;8;2;0;0;0;0;0;0;0;77;990;17;0;0;58.24;4522
2410;1969;Graduation;Single;81657.0;0;0;2014-01-22;69;364;40;425;158;60;50;1;3;4;8;1;0;0;0;0;0;0;0;56;1097;16;0;0;68.56;4284
193;1996;Basic;Married;14421.0;0;0;2014-02-17;81;0;0;2;3;3;8;1;1;0;2;5;1;0;0;0;0;0;0;29;16;4;0;1;4.0;4258
3363;1974;2n Cycle;Married;20130.0;0;0;2014-03-17;99;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;0;51;34;5;0;0;6.8;4230
8278;1990;PhD;Married;74214.0;0;0;2012-08-26;3;863;83;547;86;99;33;1;8;2;5;5;0;0;0;0;0;0;0;35;1711;16;0;0;106.94;4798
10660;1957;Master;Married;66726.0;1;1;2014-01-12;61;349;7;35;0;0;47;3;8;2;4;7;0;1;0;0;0;0;0;68;438;17;2;1;25.76;4294
8686;1979;Basic;Together;23724.0;1;0;2013-01-08;65;5;23;15;0;18;14;2;2;0;3;8;0;0;0;0;0;0;0;46;75;7;1;0;10.71;4663
1604;1960;Master;Married;47353.0;0;1;2013-11-13;93;184;2;19;8;8;4;3;2;2;6;5;0;0;0;0;0;0;0;65;225;13;1;0;17.31;4354
5907;1952;Master;Married;33444.0;1;1;2012-11-03;24;8;0;8;0;0;2;1;1;0;2;8;0;0;0;0;0;0;0;73;18;4;2;0;4.5;4729
10669;1981;Graduation;Married;54386.0;0;1;2013-05-17;8;277;21;64;62;21;25;2;3;2;10;3;0;0;0;0;0;0;0;44;470;17;1;0;27.65;4534
2918;1981;Graduation;Divorced;28510.0;1;1;2013-04-13;72;44;5;19;0;4;19;3;2;0;4;5;0;0;0;0;0;0;0;44;91;9;2;0;10.11;4568
5735;1991;Master;Single;90638.0;0;0;2014-02-13;29;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;0;0;34;2525;18;0;1;140.28;4262
359;1950;Graduation;Together;48070.0;0;1;2013-01-13;33;373;14;83;6;9;19;3;8;2;6;7;0;0;0;0;0;1;0;75;504;19;1;0;26.53;4658
8387;1957;Graduation;Married;43140.0;0;1;2013-01-05;68;134;8;76;6;0;11;1;4;1;5;6;0;0;0;0;0;0;0;68;235;11;1;0;21.36;4666
1829;1961;PhD;Divorced;54959.0;0;1;2013-01-19;55;1148;0;60;0;0;24;3;9;5;4;7;0;1;0;0;0;0;1;64;1232;21;1;2;58.67;4652
3839;1958;Basic;Single;15056.0;1;1;2013-05-03;76;6;12;3;21;6;40;5;2;2;3;5;0;0;0;0;0;0;0;67;88;12;2;0;7.33;4548
9392;1971;Graduation;Single;26954.0;1;0;2014-05-08;17;4;1;11;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;54;17;4;1;0;4.25;4178
2292;1985;Graduation;Single;22327.0;1;0;2013-08-02;94;5;4;8;2;0;5;1;1;0;3;5;0;0;0;0;0;0;0;40;24;5;1;0;4.8;4457
10466;1965;Graduation;Married;44393.0;1;1;2013-08-22;86;24;2;20;2;2;10;2;1;0;4;4;0;0;0;0;0;0;0;60;60;7;2;0;8.57;4437
9855;1952;PhD;Single;62000.0;0;1;2013-08-25;25;899;0;101;0;0;20;1;6;6;13;4;0;0;0;1;0;0;0;73;1020;26;1;1;39.23;4434
4088;1962;PhD;Together;31497.0;0;1;2012-12-06;22;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;0;63;155;10;1;0;15.5;4696
5231;1974;2n Cycle;Married;45894.0;0;2;2014-02-27;15;27;2;7;0;2;13;1;1;0;3;5;0;0;0;0;0;0;0;51;51;5;2;0;10.2;4248
590;1970;Master;Divorced;78579.0;0;0;2012-12-22;35;816;66;549;216;66;99;1;5;6;4;3;0;0;0;0;0;0;1;55;1812;16;0;1;113.25;4680
8732;1969;Master;Widow;67369.0;0;1;2012-11-17;81;1298;0;70;37;14;42;4;7;4;10;4;0;1;1;0;0;0;1;56;1461;25;1;3;58.44;4715
2315;1960;Graduation;Divorced;58401.0;0;1;2014-04-20;55;10;0;11;17;29;29;1;1;2;2;4;0;0;0;0;0;0;0;65;96;6;1;0;16.0;4196
3515;1952;Graduation;Single;62307.0;0;1;2014-02-17;94;87;13;34;10;6;10;1;4;0;4;5;0;0;0;0;0;0;0;73;160;9;1;0;17.78;4258
2245;1969;Master;Married;43641.0;1;1;2013-04-22;50;57;2;51;4;2;23;3;2;1;4;6;0;0;0;0;0;0;0;56;139;10;2;0;13.9;4559
6283;1968;Master;Divorced;63841.0;0;1;2013-04-21;64;635;15;100;20;7;131;1;9;3;9;6;0;0;0;0;0;0;0;57;908;22;1;0;41.27;4560
2246;1965;2n Cycle;Married;46891.0;0;1;2013-09-01;91;43;12;23;29;15;61;1;2;1;4;4;0;0;0;0;0;0;0;60;183;8;1;0;22.88;4427
6606;1969;Master;Married;70091.0;1;0;2013-03-31;11;964;34;137;15;0;11;2;5;2;10;8;0;1;0;0;0;0;0;56;1161;19;1;1;61.11;4581
5545;1972;PhD;Married;78075.0;0;0;2014-04-05;72;572;8;259;34;35;80;1;3;5;5;1;0;0;0;0;0;0;0;53;988;14;0;0;70.57;4211
7342;1961;2n Cycle;Widow;59184.0;0;1;2012-09-09;6;341;142;113;259;151;66;3;6;6;12;5;0;0;0;0;0;0;0;64;1072;27;1;0;39.7;4784
837;1977;Graduation;Married;54809.0;1;1;2013-09-11;0;63;6;57;13;13;22;4;2;1;5;4;0;0;0;0;0;0;0;48;174;12;2;0;14.5;4417
9500;1959;Graduation;Married;58113.0;0;1;2013-01-25;66;221;104;169;102;78;84;3;9;2;8;7;0;0;0;0;0;1;0;66;758;22;1;0;34.45;4646
3602;1958;Master;Married;51412.0;0;1;2013-12-31;42;140;3;29;4;5;14;2;3;2;4;4;0;0;0;0;0;0;0;67;195;11;1;0;17.73;4306
234;1979;Graduation;Divorced;15287.0;1;0;2012-10-10;60;1;2;8;4;3;13;2;1;1;2;7;1;0;0;0;0;0;1;46;31;6;1;2;5.17;4753
